Database ID,Date,Title,Filename,Sub Title,FirstLine,Category,Sub-Category,Sub-Sub_Category,Engineers,Station ID,Summary Description,Comments,Dating Notes
19631114W,"November 14, 1963",Holiday Truths,1963-11-14_030_Holiday_Truths.mp3,,,Radio,WOR Show,,,,,,"Originally undated and called Truth
Gary Hines ebay copy dated 11-14-63 called Holiday Truths"
19631115W,"November 15, 1963",Fear of Excavations and Ruins,1963-11-15_030_Fear_of_Excavations_and_Ruins.mp3,,,Radio,WOR Show,,,,,,
19631118W,"November 18, 1963",You Can Never Tell,1963-11-18_030_You_Can_Never_Tell.mp3,,,Radio,WOR Show,,Tony,This is WOR AM and FM New York - Your human geranium patch - your human compost heap,"""This is going to be a very profound night""

Shep spends most of the show running from one song to another, sometimes singing to the music, sometimes playing to it, and sometimes singing with no music - ""Shiek of Araby"". The music runs from ""Ragtime Cowboy Joe to the Okeh Laugh Record and in some cases he just plucks at a guitar (?).

Shep will support the ""Red Cabbage Drive""

He mimics an old radio show his mother used to listen to and askes if anyone remembers it.

Tells about dating a girl and it took 3 weeks to get her into the car instead of riding on the running boards. Then he gets a flat, she gets cold feet and is back out on the running boards again.

IBM introduces a most significant change in punch cards. They will sport round corners instead of the traditional square corners.

Preparing for the Christmas season. Only 30 more shopping days according to John Gambling.

UCLA - A new course titled ""Sensativity Training"". Shep mocks a news report from one of the classes.

Talks about the play ""Banquet For The Moon"" in which he played Mephistopheles. He recounts some of the dialog and mentions how he threw a pinch of salt over his shoulder for luck in one scene which the audience thought a humorous thing for the devil to be doing. ""You never can tell!""

The mysterious patchwork quilt","Shep addresses Walt right before the Buick commercial. (Pre-recorded from another time)

He mentions he will be appearing at Rutgers on Friday. It is unknown if this show happened due to the Kennedy Assasination that day.",
19631119W,"November 19, 1963",Machines,1963-11-19_097_Machines.mp3,,,Radio,WOR Show,,"Walt, Don","This is WOR, your friendly reliable noisy spot on the dial, where radio is vibrant, its your sensitive radio station . . . inside cover up rotten story care of WOR AM & FM New York","Musical start ukulele and head thumping
Deep thinking and Hieronymus Bosch
Parties centered around obscure abilities
Kenya cure for backaches, sit on a turtle
Transference and projection to inanimate objects
Why things are she or her
Clara the steel mill converter","Hieronymus Bosch see: http://en.wikipedia.org/wiki/Hieronymus_Bosch, it was often believed that Bosch's art was inspired by medieval heresies and obscure hermetric practices so we can see what he and Shep might have in common",
19631120W,"November 20, 1963",Big Lie Techniques,1963-11-20_097_Big_Lie_Techniques.mp3,,,Radio,WOR Show,,Don,Speaking of those who are serious this is WOR AM & FM New York,"Having an itch
The agony doll
Uncle Chuckies Christmas tips
Peer pressure as a tool to support the big lie or hit musical
Unequal equations such as the suggestion that the Birmingham racial situation is on par with Hitler and the gas chambers","Engineer & other people in the control booth:
Don who smokes a cigar and doesn't give Shep his just due

Observation from Ken Applegate:

I woke up in the middle of the night here and was mulling over what show Shep was talking about. Sure sounded like Dr. Stangelove, a pre-screening maybe, but so much of what happened that month is buried under a ton of Kennedy related stories after his assassination it is hard to figure!
 
I dug around the web and found: http://select.nytimes.com/gst/abstract.html?res=F10D14F63B5E13778DDDA00A94D9415B838AF1D3
 
Shep's description (although limited), and his suggestion of what he would do if he were the Russians as a result, do seem to suggest that he had gone to a pre-screening of Dr. Stangelove, and the topic ""The Big Lie,"" was certainly used effectively by Kubrick in that movie! Most notably where Sellers needed money to call the Pentagon to stop a nuclear bomb attack, but was going to have to answer to the Coke-A Cola company for tampering with their machine to get that money! The release of the movie was another repercussion of the Kennedy assassination, as well as changes that were thought necessary to remove inadvertent links to that day in Dallas.
 
Wikipedia (http://en.wikipedia.org/wiki/Dr._Strangelove) suggests an original official test screening date of November 22, which would suggest that unofficial test screenings among the Avant Gard were happening, and why Shep was so careful not to give away the name of the movie he had seen, which is in keeping with unofficial viewing disclosure agreements.
 
Everything that was thought important in November 1963 before the 22nd changed after the 22nd.",
19631121W,"November 21, 1963",Mill Yard Scales Mice,,,,Radio,WOR Show,,,,,,
19631125W,"November 25, 1963",Kennedy Assassination,1963-11-25_030_Kennedy_Assassination.mp3,,,Radio,WOR Show,,,,"Shep talks about the assasination and politics in general. How they affect our lives.

He did not play his usual theme song at the start or finish of his show for the entire week out of respect and spent the week doing shows related to the subject.",,
19631126W,"November 26, 1963",The Ugly American,,,,Radio,WOR Show,,,,"Again, Shep did not play his usual theme song at the start or finish of his show as he would do for the entire week.

Shep continues his discussion from the previous night's show

Where is the anger

A-Political righteousness 

Why the U.S. can 'do no good'",,
19631127W,"November 27, 1963",JFK Followup,,,,Radio,WOR Show,,,,,,
19631128W,"November 28, 1963",Shadows and Haiku,1963-11-28_500_Shadows_and_Haiku.mp3,,,Radio,WOR Show,,,,"""For this week  we are dispensing with our loud and raucous and sometimes sinister theme. But I'll tell you this - we not dispensing with our loud and raucous and sometimes sinister attitude! That is impossible to eradicate I'm afraid in this somewhat loud, raucous, and sinister age""

""Education either sneaks up and belts you behind the ear or it doesn't""

""Life is a fist fight and we all feel that one day it's all going to straighten out""

Looking in the microscope at school he compares what he sees with life and people. The Brownian Movement - being bombarded by things we never see. - Life is like this.

Shadows - Shep talks about a cartoon the Clown and how the artist's hand was seen drawing the image and the shadow followed him. The cartoon had an effect on Shep for a while about the shadows around him. He talks about the old radio show ""The Shadow"". 

The myth of the 'man who casts no shadow'. Is history the shadow behind us? Then there is the myth of the man who casts his shadow before him. Is that his future?

Great literature is being replaced by film in today's world. The unforgettable films that you can't remember 2 years from know. 

Remembering what you read puts responsibility on the reader and we are in the age of no responsibility. The world is getting more and more irresponsible hence there is less and less reading. 

One Shep's favorite forms of writing is the Japanese Haiku because it has said more in less action and phraseology and because of the ancientness of it. Haiku is a 17th century classical form of Japanese poetry consisting of 17 syllables. They refer to time and seasons.

Shep reads a few Haiku poems to close the show.",No theme - For the week after Kennedy's assassination Shep played no opening or closing theme. Shep has the gain turned up so the listeners can hear the fire trucks going by outside the studio.,
19631129W,"November 29, 1963",Shadows,,,,Radio,WOR Show,,,,,,
19631211W,"December 11, 1963",Boy Scouts,,,,Radio,WOR Show,,,,,,
19631212W,"December 12, 1963",Eighter From Decatur Story,,,,Radio,WOR Show,,,,,,
19631213W,"December 13, 1963",New Christmas Toys,,,,Radio,WOR Show,,,,,,
19631216W,"December 16, 1963",Violence without Conscious,1963-12-16_097_Violence_without_Conscious.mp3,,,Radio,WOR Show,,Walt,Speaking of friendly service this is WOR AM & FM New York,"Johnson admin news blurb at the start, then Shep starts obviously unaware of the interruption (probably a tape over error)

Wouldn't it be great if commercials were honest lead into what kind of a world do we live in

News from Morris Township New Jersey, the rifle club is using Santa Claus as targets

Christmas gifts for members of the NRA and other ultra leaning groups and the new worship of violence that exists

At the end Shep is interrupted again by an official sounding ""This is WOR your station for news!"" statement (probably another tape over error)",,
19631217W,"December 17, 1963",Santa's Zip Code,1963-12-17_097_Santas_Zip_Code.mp3,,Innocently listening to FM there...   (Actual beginning missing from copy),Radio,WOR Show,,Walt (keep that up there),Speaking of simple this is WOR AM & FM New York,"99701 is Santa's Zip Code (Shep was wrong - it's 99705)
War medal's as Christmas gifts
How times have changed and living your life through your children 
Commercials that tell you how it really is 
A salute to English soccer violence
The insanity surrounding an air crash disaster",,
19631218W,"December 18, 1963",The Great Indiana Blizzard,,,,Radio,WOR Show,,,,,,Same show as 1-16-04?
19631219W,"December 19, 1963",Sportsman For All Occasions,1963 12 19 A Sportsman For All Seasons.mp3,,,Radio,WOR Show,,Ed,Speaking of trouble - this is WOR AM and FM in New York,"Background laughter and corny music lead into a Honky-Tonk version of Stars and Stripes Forever. This theme continues through much of the show as Shep performs impressions of the American sporting scene.  

He covers  Football, Mets Baseball, Ice Hockey Toledo Mudhens, the Indy 500 in his mimicking of sports journalism. 

He finishes up this segment with ""reports"" from Reuters about a notice issued by Tokyo City Hall that employees must keep their pants on during working hours, and then does an ""H.G. Grubbage"" spoof reporting religious news from 'here, there, and everywhere' on the BBC.

A quick story about an army sergeant who sits on his bunk every night with a set of mother of pearl handled brushes and manicure utensils.

The show is wrapped up with the subject of tattoos - making the big plunge.

Wearing transfer tattoos in school. Going to Long Branch, while stationed at Camp Wood, and ending up in the tattoo parlor.",,
19631219Wa,"December 19, 1963",Generational Gap,1963 12 19 A Sportsman For All Seasons.mp3,,,Radio,WOR Show,,,,,,
19631224W,"December 24, 1963",Christmas - Perfume Atomizer,,,As a retired radio Santa Claus...,Radio,WOR Show,,Walt,,"Christmas shopping with Jean - A kid story Mid-Western Christmas gifts.

Mail order shopping 

A poem by Barney Mullally from the late 19th century",,
19631225W,"December 25, 1963",Christmas Day 1963,1963 12 25 American Xmas.mp3,,,Radio,WOR Show,,"Eddie, Leigh",,"""This show is live, not taped. Being live is a copout because you can't hear yourself. People who are taped walk around embarrassed.""

Shep spends the day listening to 9 hours of serious FM station Christmas Music and discusses the various renditions of music and stories.

Most radio stations look towards Europe for Christmas. Hours of German Christmas Songs, Charles Dickens.

Radio stations across America celebrate Christmas differently. Shep describes listening to the radio as he is driving through the little towns of the Midwest from Cincinnati to Chicago.

Attempts to read a George Ade story about Christmas in a small town. Can't find it in the book. The fable of the guy who saved up his money to buy a gift.

Christmas traditions of reading Scrooge on the radio, commercialization of Christmas.",,
19631226W,"December 26, 1963",Child Worship,1963-12-26_097_Child_Worship.mp3,,(opens humming a tune) I wish I knew the words to that song (Original opening may be incomplete - recordee cut theme),Radio,WOR Show,,Ed who reads popular mechanic's instead of men's magazines and Leigh Brown who mouth's McCall's magazine badly,Speaking of greasy kids this is WOR AM & FM New York,"War is hell, all over again
Ten year olds and Playboy
The look, as defined by a little girl in McCall's magazine
Bristol England News Flash!!!
Disposable people are like dirty Kleenex
Mountainside New Jersey tree house unfriendly","From Ken Applegate:
Wheaties - Bob Richards (http://www.answers.com/topic/bob-richards)
Shep calls qualities assigned to children of being pure, and not corrupted, as child worship, is it? Or is it another form of a role reversal, where the one time children who were sent to camp against their will are now sending their parents to nursing homes!?! Are children playing at being adults and are adults playing at being children? Playboy readers want to know!  
 

  
 
 - Engineer & other people in the control booth 
Ed who reads popular mechanic's instead of men's magazines and Leigh Brown who mouth's McCall's magazine badly 



 - Rating 
 
 - Summary By 
.Ken Applegate

--",
19631227W,"December 27, 1963",NY Times Page 23,,,,Radio,WOR Show,,,,,,
19631230W,"December 30, 1963","Satire, Poitics, and Rationalization - Enclosed Stadium",1963-12-30_030_Satire-Politics-Enclosed_Stadium.mp3,,"Oh, boy, what a great night.",Radio,WOR Show,,,"Speaking of the devil, this is WOR AM and FM New York",,,"Max had this originally dated 1964 Enclosed Stadium and it is the same as this one which was dated through Goldindex, FHC and Gary H"
19631230Wa,"December 30, 1963",Hillbilly Bar,1963-12-30_030_Satire-Politics-Enclosed_Stadium.mp3,,,Radio,WOR Show,,,,,,
19631231W,"December 31, 1963",New Years Eve,,,,Radio,WOR Show,,,,,,
196312ddW,December 1963,Human Evolution,,,,Radio,WOR Show,,,,,,
1963mmddWa,1963 (Summer),New Frontier Show Biz,,,,Radio,WOR Show,,,,,,"Is this same as ""Live is Showbiz"" (#221)"
1963mmddWb,1963 (Summer),Shep's Beard; Grinding Valves,,,,Radio,WOR Show,,,,,[Rich B] Shep mentions he learned to drive on a '37 Pontiac; 1st car a '33 black Roadster.,
1963mmddWc,1963 (Summer),Bugging the Neighbors,,,,Radio,WOR Show,,,,,,
1963mmddWd,1963 (Summer),Fishing in Indiana,,,,Radio,WOR Show,,,,,,
1963mmddWe,1963 (Summer),Summer Madness,,,The summer madness is beginning to pop out everywhere,Radio,WOR Show,,,,"""Frankenstein 1970"" on the Million Dollar Movie (WOR Channel 9) 
A salute to England and Englishmen as told by ""H.G. Grubbage""
TV Dxing - Sign off prayer - lost audio 
Growing a beard in Maine
More H.G. Grubbage

Buying his first car as a kid for $60. A black 1933 Ford V8 Roadster.
Regrinding the valves - Mr. Bruner to the rescue, drunk as a skunk. ",,"Same show as May 8, 1971 - rerun or miss date?"
1963mmddWf,1963,Shep Sings,1963-10-10_097_Life_as_a_Short_Story.mp3,,,Radio,WOR Show,,,,,,
1963mmddWg,1963,Scammed at Ping Pong,1963-10-10_097_Life_as_a_Short_Story.mp3,,,Radio,WOR Show,,,,,,
1963mmddWh,1963,What People Do At Business Lunches,1963-10-10_097_Life_as_a_Short_Story.mp3,,,Radio,WOR Show,,,,"The announcer must have introduced the show as the ""Interesting World of Jean Shepherd"" Shep rants over the theme about the interesting world of Jean Shepherd!

Says something is bugging him. Says a friend of his, a German girl, heard the show but did not understand why he was lauging. 

Plays a little of his nose flute and the Sheik of Araby. What is bugging Shep is that the theme of a soap opera is going through his head and he can't remember the name of the show.

He was in a meeting today. They wanted to put his show on in the morning after John Gambling. Talks about Advertising Age magazine. It is an important meeting, but the soap theme is in his head and Muzak is coming into the room. The meeting went nowhere, nothing happened in the meeting.

Present outward appearance that something is being accomplished. Hard to follow the thread of the meeting, it is easier to follow the thread of ""Waiting for Godot"". Says that Madison Ave ad executives are sexless like the rabbit or Mad Hatter in Alice in Wonderland. A lot of guys on Madison Ave have been defying gravity for years: no talent. In meeting could not get soap opera theme out of his mind.

Digresses to talk of old lady at Horn and Hardart who takes fifteen minutes to get ready to eat her small meal. Fusses with fork, napkin, etc. because she has nothing else to do.

Shep says he was enjoying the meeting. One half hour into the meeting he lost his concentration because of the soap theme. Talks about actors losing concentration. Plays the tune on the nose flute, talks to the engineer. Engineer does not know the tune either. Starts to see the people in the meeting as the characters in the soap opera. Plays and sings more of Sheik of Araby. Gives up trying to figure out soap theme. 

Says the rest of the show is brought to us as a public service of WOR, as compared to public service announcements that tell us to join the Marines. He says he is the only person who remembers America, that he can't forget anything. Says he remembers the theme of Lorenzo Jones.

Talks about how US soldiers in Pacific in WWII used trivia questions as passwords. The Japanese spoke English but did not know the things that an American would. ""Who sponsored Jack Armstrong?"" ""Wheaties"" 

Shep continues with Lorenzo Jones trivia, and asks engineer more soap opera trivia.

He says in newspaper he read about American ladies track team that is not doing well. Russian ladies work hard, are strong. US ""chicks"" want to do it the easy way. We want things instantly. Shep is a good American kid. 

We all cheat in one way or another but we agree not to notice each other's cheating. Ours is the only country that keeps up a high level of verbal smoke screen.

Shep is this kid. He thinks he is above normal disasters. Americans have a dream world: no disasters can touch us. Shep is in high school. He is on the track team. The #3 man on a 4 man team cross country running team. Flick is #4 on the team. Running needs endurance but no brains, just must be dogged. It is the first big track meet.  He has a tough coach, a real professional athlete. Coach tells them to eat nothing on the day of the meet. Shep has no breakfast or lunch. On the way to the stadium he and Flick stop at the Igloo. They eat a cheeseburger and a couple of shakes. They start the race very well. After about a mile Flick veers off into the bushes and is violently sick. Shep makes a lot of heaving sick sounds here. Next it is Shep who is sick. Now Shep makes ever louder heaving sick sounds.",,
1963mmddWi,1963,Life is Showbiz,1963-10-10_097_Life_as_a_Short_Story.mp3,,,Radio,WOR Show,,,,,,"Is this same as ""New Frontier Show biz"" (#213)"
1963mmddWj,1963,Mice,1963-10-10_097_Life_as_a_Short_Story.mp3,,,Radio,WOR Show,,,,,,
1963mmddWk,1963,The Snooper,1963-10-10_097_Life_as_a_Short_Story.mp3,,,Radio,WOR Show,,,,,,
1963mmddWm,1963,Valve Job,1963-10-10_097_Life_as_a_Short_Story.mp3,,,Radio,WOR Show,,,,,,
1963mmddWn,1963,Dr Fumanchu,1963-10-10_097_Life_as_a_Short_Story.mp3,,,Radio,WOR Show,,Charlie,,,,
1963mmddWo,1963,Being Tired,1963-10-10_097_Life_as_a_Short_Story.mp3,,,Radio,WOR Show,,Charlie,,,,
19640101W,"January 1, 1964",The New Shepherd,,,,Radio,WOR Show,,,,,,
19640102W,"January 2, 1964",Movie World,,,,Radio,WOR Show,,,,,,
19640103W,"January 3, 1964","Pretending Interest, Ice Boat",1964-01-03_041_Pretending_Interest-Ice_Boat.mp3,,,Radio,WOR Show,,,,,,
19640107W,"January 7, 1964",Early Ham Radio,,,,Radio,WOR Show,,,,Shep describes getting his Class A Ticket.,,
19640108W,"January 8, 1964",Definitions,,,,Radio,WOR Show,,,,,,
19640109W,"January 9, 1964",It's All Timing,,,,Radio,WOR Show,,,,,,
19640110W,"January 10, 1964",Kids as Worshipped as Gods,1964-01-10_041_Kids_Worshipped_as_Gods.mp3,,,Radio,WOR Show,,,,,,
19640113W,"January 13, 1964","Enclosed Ballparks, Satire, Rationalization in Politics",1964-01-13_030_Satire.mp3,,"Oh Boy, what a great night",Radio,WOR Show,,,"Speaking of the devil, this is WOR AM and FM New York",,,
19640114W,"January 14, 1964",Two Sides of Man,1964_01_14_Two_Halves_Of_Man.mp3,,I expect just a little bit of respect...,Radio,WOR Show,,,,,,
19640115W,"January 15, 1964",Performing Reverend,,,,Radio,WOR Show,,,,,,
19640116W,"January 16, 1964",The Great Indiana Blizzard,1964 01 16 Great Indiana Blizzard.mp3,,,Radio,WOR Show,,,,"A show dedicated to the cold weather

The big snowstorm

Saving the Graham Paige from freezing

The old man puts the furnace to sleep

Huddling under the blankets and everything else in the house to keep warm

Burrowing through the snow to get to school school","A classic ""I was this kid..."" story",Same show as 12-18-1963?
19640117W,"January 17, 1964",Big Snow Hits NY; Indiana HS Basketball,1964-01-17_030_HS_Basketball.mp3,,,Radio,WOR Show,,,,,,
19640128W,"January 28, 1964",Miss Robinette & Farkas: No Leadership Qualities,1964-01-28_041_Ms_Robinette_and_Farkas-No_Leadership_Qualities.mp3,,By George... We're here and it's still working,Radio,WOR Show,,,,"Albert Farkas - Classes strong man and thug.

Shep beats up Bud Blue the big bully. (Sounds like ACS storyline)

Miss Robinette looked like Dixie Dugan (Comic Strip) She was rounded all over. 5th Grade teacher","Albert Farkus, Harold Dill, Bud Blue",
19640129W,"January 29, 1964",English Invasion of the Arts,,,,Radio,WOR Show,,,,,,
19640130W,"January 30, 1964",Army Late Replacements,,,,Radio,WOR Show,,,,,,
19640131W,"January 31, 1964",Mill Mail Truck vs Train,,,,Radio,WOR Show,,,,,,
196401ddWb,January 1964,"Football Formation, Myth of Utopia",1964-01-10_041_Kids_Worshipped_as_Gods.mp3,,,Radio,WOR Show,,,,,,
196401ddWc,January 1964,Mistaken Identity,1964-01-10_041_Kids_Worshipped_as_Gods.mp3,,,Radio,WOR Show,,,,,,
196401ddWd,January 1964,How He Got His Name / Cars in NY,1964-01-10_041_Kids_Worshipped_as_Gods.mp3,,,Radio,WOR Show,,,,,,
196401ddWe,January 1964,"Flat Earthers, Klan, Ham Radio",1964-01-10_041_Kids_Worshipped_as_Gods.mp3,,,Radio,WOR Show,,,,,,
19640203W,"February 3, 1964",Role Reversals - Satire,1964-02-03_041_Role_Reversal.mp3,,,Radio,WOR Show,,,,"Mr. Chucky 
A message to those who record the shows and distribute them all across the country.
Things are moving ahead on all fronts - A salute to the conservative non-communist book store.
Ever upward and onward dept: Dr Kildare - Dr Gillespie now a specialist.
Sweeping the country - ""What is best for me is best for the whole world""
""It's so nice to have a man around the house!"" Role reversals becoming a formalized institution.

A majority of cars today are being driven by women with the man sitting beside her.",Shep announces a time change for the show to 10:15 effective 2/10/64,
19640204W,"February 4, 1964",Literacy Has No Joy,,,,Radio,WOR Show,,,,,,
19640205W,"February 5, 1964",Shooting Planes,1964-02-05_030_Shooting_Planes.mp3,,,Radio,WOR Show,,,,,,
19640205Wa,"February 5, 1964","WOR Sales Meetings, Egos",1964-02-05_030_Shooting_Planes.mp3,,,Radio,WOR Show,,,,,,
19640206W,"February 6, 1964",Luck of the Draw,,,,Radio,WOR Show,,,,,,
19640207W,"February 7, 1964",Plane Rides,,,,Radio,WOR Show,,,,,,
19640210W,"February 10, 1964",Selling America,,,,Radio,WOR Show,,,,,,
19640211W,"February 11, 1964",Dynamic Maturity,,,,Radio,WOR Show,,,,,,
19640212W,"February 12, 1964","Mae, 2nd Grade Stripper",,,,Radio,WOR Show,,,,,,
19640213W,"February 13, 1964",Abstract Fear,,,,Radio,WOR Show,,,,,,
19640214W,"February 14, 1964",Dawn Strickland's Valentine's Day Party,1964 02 14 Valentines Party.mp3,,,Radio,WOR Show,,Tony,,"""Valentine's Day and I have not yet received a single, solitary, sad, sincere, Valentine.""

""As Ye Sow, So Shall Ye Reap""

Our text for tonight - ""You can't get lovin' when there ain't any love""

The many types of Love (Luv)

Love related new notes from Dallas and Atlanta with Honky Tonk ""Stars and Stripes Forever"" background music.

Talks about the Limelight Show. This is to be the first Limelight Show and he says they are setting up the tanks for the underwater ballet.

Playing the String Bass in the band shell at Grant Parks under the direction of Dr Frederick Stock while in High School.

Dawn Strickland - ""The first truly traumatic love of my life""

The Valentine's Day party at Dawn's house when he was 5 or 6. Taking a box of Whitman's Samplers as a Valentine gift and coming home with the same box of candy as a prize.","There was this chick in the neighborhood whom I have mentioned from time to time that was the first truly traumatic love of my life.

1st grade class with Mrs. Meano

""Dawn Strickland was the rich kid in the neighborhood. We lived down at the other end where they had the big apartment house, where if you were a phoney you could get a sub-lease. ""

""Across the street and down about a half a block was Dawn Strickland's house.""

Only lived there about seven months

This was another world - on Beacon Street

Dickie, Dick Twyman, and Cahmire who lived on the other street.",
19640215W,"February 15, 1964",The Abstract Fear - No Brakes,,,,Radio,WOR Show,,,,,,
19640217W,"February 17, 1964",Who's Boss,,,,Radio,WOR Show,,,,,,
19640218W,"February 18, 1964",Sneaking a Smoke,,,,Radio,WOR Show,,,,,,
19640219W,"February 19, 1964",Old Stuff,,,,Radio,WOR Show,,,,,,
19640220W,"February 20, 1964",One Act Plays,,,,Radio,WOR Show,,,,,,
19640221W,"February 21, 1964",Tomorrow Forever,,,,Radio,WOR Show,,,,,,
19640226W,"February 26, 1964",Bobby The Operator,,,,Radio,WOR Show,,,,"Shep's mom describes life - ""You're either gonna like it or you're gonna lump it.""

Shep talks about liking it and lumping it. He mentions the Clay - Liston fight. Isn't that what Clay told the reporters - like it or lump it!

Whining is a major art form. 

A West Haven School is almost closed because the student parking lot had not been cleared of snow and the students were complaining. They have better cars than the teachers.

Telephone listening / recording devices.

Amoral advertisements - Executive jobs being eliminated by use of automation and computers.

Creativity courses - there is not a kid under 17 who has not been told he is talented. What is talent?

Shep tells the story of his classmate Bobby. He was fantastic at getting good grades, he never answered questions in class because he always call on the teacher before she could call on him. 

Shep was given the chance to do a radio show at a local station each week highlighting the school sports scores. Bobby makes Shep take him down to the station to meet the program director. After spending a few minutes with the Program Director, Sam Weller, he ends up as the producer of Shep's show over Mr. Wilson, the History teacher.

Soon he becomes the nightime supervisor rearranging the station constantly working his way up the ladder.

Shep gets out of school and is in the Army where one day he sees an ad with Bobby in a pinstripe suit - ""Young Man of the Year"", operating one of the biggest talent agencys in Hollywood.

After he was out of the Army and going to collage he see a sign stating that Bobby was giving an address to the commerce club. 

Shep goes to see him and Bobby is brushes him off with a curt hello, being too busy, having to catch a plane.",,
19640227W,"February 27, 1964",Cemetary Scouting,,,,Radio,WOR Show,,,,,,
19640228W,"February 28, 1964",Being Pushed,,,,Radio,WOR Show,,,,,,
19640302W,"March 2, 1964",Social Director,,,,Radio,WOR Show,,,,,,
19640303W,"March 3, 1964",Chicago World's Fair,,,,Radio,WOR Show,,,,,,
19640304W,"March 4, 1964",Boles Wedding,,,,Radio,WOR Show,,,,,,
19640305W,"March 5, 1964",Our Time,,,,Radio,WOR Show,,,,,,
19640306W,"March 6, 1964",Ham Radio Bootlegger,,,,Radio,WOR Show,,,,,,
19640309W,"March 9, 1964",Selling Magazines,,,,Radio,WOR Show,,,,,,
19640311W,"March 11, 1964",Mill Hot Strip,,,,Radio,WOR Show,,,,Shep tells the story of the men working in the Mill Pickling Department and the story of the disaster in the Mill Hot Strip.,,
19640312W,"March 12, 1964",Mail Order Piano Lessons,,,,Radio,WOR Show,,,,"""Mystic Skull"" - Jean describes a new toy coming on the market. An actual game made by Ideal Toy Company.",,
19640313W,"March 13, 1964",Train Traffic Jam,,,,Radio,WOR Show,,,,Shep tells the story of the Indiana train traffic jam.,,
19640316W,"March 16, 1964",Train World,,,,Radio,WOR Show,,,,,,
19640318W,"March 18, 1964",Yellers and Yellees,,,,Radio,WOR Show,,,,,,
19640319W,"March 19, 1964","20th Century America, California Freeways",,,,Radio,WOR Show,,,,,,
19640323W,"March 23, 1964",Xenophobia,,,,Radio,WOR Show,,,,,,
19640324W,"March 24, 1964",Opera Devil,,,,Radio,WOR Show,,,,,,
19640325W,"March 25, 1964",Grandpa Augus,,,,Radio,WOR Show,,,,,,
19640326W,"March 26, 1964",More Orthodoxy,,,,Radio,WOR Show,,,,,,
19640327W,"March 27, 1964",Passing the Plate,,,,Radio,WOR Show,,,,,,
19640330W,"March 30, 1964","World Affairs - Kids Speak Out on Issues of the Day, Man on Street Doesn't Care",,,,Radio,WOR Show,,"Don, Leigh","Speaking of myths, this is WOR AM & Fmy New York here, oh boy what a myth the family station","Father wanting to join the mothers club in Bayside

Equality and freedom as scary concepts .If we just get rid of Hitler the world will 
be perfect again .

The Wild Duck

Frankfort Germany

Is the worlds fair in NY a trades fair?

Washington State, the US is loved Johnson sez .

Youth speaks

Man on the street",,
19640331W,"March 31, 1964",Labeling Time,,,,Radio,WOR Show,,,,,,
19640428W,"April 28, 1964",Five Hour Day,,,,Radio,WOR Show,,,,,,
19640429W,"April 29, 1964",International Flying,,,,Radio,WOR Show,,,,,,
19640430W,"April 30, 1964",Being In or Out,,,,Radio,WOR Show,,,,,,
19640507W,"May 7, 1964",Young Arrogants,,,,Radio,WOR Show,,,,,,
19640508W,"May 8, 1964",Life is About Kicks,,,,Radio,WOR Show,,,,,,
19640511W,"May 11, 1964",Get Off My Back,,,,Radio,WOR Show,,,,,,
19640512W,"May 12, 1964",Brack-Bork,,,,Radio,WOR Show,,,,,,
19640513W,"May 13, 1964",unk,,,,Radio,WOR Show,,,,,,
19640523L,"May 23, 1964","Movie Dish Night, Red Garter Dixieland Band / Jersey Marty",1964_05_23_2_Army_Exam.mp3,,,Radio,Limelight Show,,,,,,
19640526W,"May 26, 1964",Combination Man,,,,Radio,WOR Show,,,,,,
19640527W,"May 27, 1964","Shep's First Martini, Avoiding Responsibility",,,,Radio,WOR Show,,,,"Straws in the wind - 
Note from Courier News in Scotch Plains
Mock wedding with all female cast
Dear Abby
Caan Film Festival

There's a first time for everything - first time you drank water, first time you put a shoe on, the first haircut. Many first time things do not work out.

In the Army for several months, out in a new world. Shep has about $60 in his pocket and decides to go on a date. The cab ride costs $7.65, and he sees his money melting real quick! 

He picks up his date and they go to the restaurant. She orders a Manhatten, and Shep doesn't want to order the same thing so he orders the only other drink he heard of - A Dry Martini. After consuming the first, he orders a second and when he gets up to go to the can, everything was rocking! The next morning he couldn't remember anything and had $4.00 left!",,
19640528W,"May 28, 1964",Fun While it Lasted,,,,Radio,WOR Show,,,,,,
19640529W,"May 29, 1964",Eye of the Beholder,,,,Radio,WOR Show,,,,,,
19640530L,"May 30, 1964",MISSING SHOW,,,,Radio,Limelight Show,Missing Show,,,None,,
196405ddWa,May 1964,Folk Wisdom,,,,Radio,WOR Show,,,,,,
19640601W,"June 1, 1964",Kid Books and Reality,,,,Radio,WOR Show,,,,,,
19640602W,"June 2, 1964",Search For Superman,1964_06_02_Rand_Rebuttal_Army_Dice.mp3,,,Radio,WOR Show,,,,,,
19640603W,"June 3, 1964",Met Fan Phenomenon,,,,Radio,WOR Show,,,,,,
19640604W,"June 4, 1964",Banana Oil Spill; WWII Souvenirs,,,,Radio,WOR Show,,,,,,
19640606L,"June 6, 1964",MISSING SHOW,,,,Radio,Limelight Show,Missing Show,,,None,,
19640608W,"June 8, 1964",19th Century Mind,,,,Radio,WOR Show,,,,,,[GH]  - repeat from 10-21-63
19640610W,"June 10, 1964",Apocryphal Stories; Nose Flute Demonstration; Jack Paar with ZsaZsa,,,,Radio,WOR Show,,,,,,[GH]  - repeat from 9-9-63
